Value Set Name,Code System,Logical Definition,Code,Code Description
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D01.7,Carcinoma in situ of other specified digestive organs
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D01.9,"Carcinoma in situ of digestive organ, unspecified"
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D02,CARCINOMA IN SITU OF MIDDLE EAR AND RESPIRATORY SYSTEM
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D02.0,Carcinoma in situ of larynx
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D02.1,Carcinoma in situ of trachea
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D02.2,Carcinoma in situ of bronchus and lung
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D02.20,Carcinoma in situ of unspecified bronchus and lung
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D02.21,Carcinoma in situ of right bronchus and lung
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D02.22,Carcinoma in situ of left bronchus and lung
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D02.3,Carcinoma in situ of other parts of respiratory system
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D02.4,"Carcinoma in situ of respiratory system, unspecified"
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D05,CARCINOMA IN SITU OF BREAST
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D05.0,Lobular carcinoma in situ of breast
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D05.00,Lobular carcinoma in situ of unspecified breast
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D05.01,Lobular carcinoma in situ of right breast
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D05.02,Lobular carcinoma in situ of left breast
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D05.1,Intraductal carcinoma in situ of breast
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D05.10,Intraductal carcinoma in situ of unspecified breast
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D05.11,Intraductal carcinoma in situ of right breast
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D05.12,Intraductal carcinoma in situ of left breast
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D05.8,Other specified type of carcinoma in situ of breast
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D05.80,Other specified type of carcinoma in situ of unspecified breast
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D05.81,Other specified type of carcinoma in situ of right breast
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D05.82,Other specified type of carcinoma in situ of left breast
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D05.9,Unspecified type of carcinoma in situ of breast
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D05.90,Unspecified type of carcinoma in situ of unspecified breast
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D05.91,Unspecified type of carcinoma in situ of right breast
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D05.92,Unspecified type of carcinoma in situ of left breast
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D07,CARCINOMA IN SITU OF OTHER AND UNSPECIFIED GENITAL ORGANS
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D07.0,Carcinoma in situ of endometrium
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D07.1,Carcinoma in situ of vulva
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D07.2,Carcinoma in situ of vagina
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D07.3,Carcinoma in situ of other and unspecified female genital organs
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D07.30,Carcinoma in situ of unspecified female genital organs
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D07.39,Carcinoma in situ of other female genital organs
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D07.4,Carcinoma in situ of penis
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D07.6,Carcinoma in situ of other and unspecified male genital organs
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D07.60,Carcinoma in situ of unspecified male genital organs
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D07.61,Carcinoma in situ of scrotum
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D07.69,Carcinoma in situ of other male genital organs
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D09,CARCINOMA IN SITU OF OTHER AND UNSPECIFIED SITES
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D09.0,Carcinoma in situ of bladder
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D09.1,Carcinoma in situ of other and unspecified urinary organs
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D09.10,Carcinoma in situ of unspecified urinary organ
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D09.19,Carcinoma in situ of other urinary organs
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D09.2,Carcinoma in situ of eye
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D09.20,Carcinoma in situ of unspecified eye
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D09.21,Carcinoma in situ of right eye
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D09.22,Carcinoma in situ of left eye
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D09.3,Carcinoma in situ of thyroid and other endocrine glands
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D09.8,Carcinoma in situ of other specified sites
Carcinoma In-Situ Disorder Value Set,ICD-10 CM,,D09.9,"Carcinoma in situ, unspecified"
Carcinoma In-Situ Disorder Value Set,SNOMED CT,concept is 109355002,,
Clark Level Value Set,,,,
Clark Level Value Set,SNOMED CT,concept is a descendent of 385347004,,
Clinical or Pathologic Modifier,,,,
Clinical or Pathologic Modifier,SNOMED CT,,260998006,Clinical staging (qualifier value)
Clinical or Pathologic Modifier,SNOMED CT,,261023001,Pathological staging (qualifier value)
Condition Status Trend Maximum Value Set,,,,
Condition Status Trend Maximum Value Set,SNOMED CT,,103337004,In partial remission (qualifier value)
Condition Status Trend Maximum Value Set,SNOMED CT,,103338009,In full remission (qualifier value)
Condition Status Trend Maximum Value Set,SNOMED CT,,268910001,Patient's condition improved (finding)
Condition Status Trend Maximum Value Set,SNOMED CT,,271299001,Patient's condition worsened (finding)
Condition Status Trend Maximum Value Set,SNOMED CT,,359746009,Patient's condition stable (finding)
Condition Status Trend Maximum Value Set,SNOMED CT,,399409002,Distant metastasis present (finding)
Condition Status Trend Maximum Value Set,SNOMED CT,,550991000124107,Malignant neoplasm in full remission (disorder)
Condition Status Trend Maximum Value Set,SNOMED CT,,551001000124108,Malignant neoplasm in partial remission (disorder)
Condition Status Trend Maximum Value Set,SNOMED CT,,709137006,Patient condition undetermined (finding)
Condition Status Trend Maximum Value Set,n/a,Include codes from Condition Status Trend Value Set,,
Condition Status Trend Value Set,,,,
Condition Status Trend Value Set,SNOMED CT,,268910001,Patient's condition improved (finding)
Condition Status Trend Value Set,SNOMED CT,,271299001,Patient's condition worsened (finding)
Condition Status Trend Value Set,SNOMED CT,,359746009,Patient's condition stable (finding)
Condition Status Trend Value Set,SNOMED CT,,709137006,Patient condition undetermined (finding)
Cytologic Evidence of Malignancy Value Set,,,,
Cytologic Evidence of Malignancy Value Set,ICD-10 CM,,R85.614,Cytologic evidence of malignancy on smear of anus
Cytologic Evidence of Malignancy Value Set,ICD-10 CM,,R87.624,Cytologic evidence of malignancy on smear of vagina
Cytologic Evidence of Malignancy Value Set,SNOMED CT,,126361000119107,Cytological evidence of malignancy on anal Papanicolaou smear (finding)
Cytologic Evidence of Malignancy Value Set,SNOMED CT,,126371000119101,Cytological evidence of malignancy on vaginal Papanicolaou smear (finding)
Deauville Scale Value Set,,,,
Deauville Scale Value Set,NCIT,,C136879,London Deauville Criteria Point Scale X
Deauville Scale Value Set,NCIT,,C99728,London Deauville Criteria Point Scale 1
Deauville Scale Value Set,NCIT,,C99747,London Deauville Criteria Point Scale 2
Deauville Scale Value Set,NCIT,,C99748,London Deauville Criteria Point Scale 3
Deauville Scale Value Set,NCIT,,C99749,London Deauville Criteria Point Scale 4
Deauville Scale Value Set,NCIT,,C99750,London Deauville Criteria Point Scale 5
FAB Classification Value,,,,
FAB Classification Value,SNOMED CT,concept is a descendent of 278159002,,
FIGO Stage Value Set,,,,
FIGO Stage Value Set,NCIT,,C128099,FIGO Stage IC1
FIGO Stage Value Set,NCIT,,C128100,FIGO Stage IC2
FIGO Stage Value Set,NCIT,,C128101,FIGO Stage IC3
FIGO Stage Value Set,NCIT,,C128102,FIGO Stage IIIA1
FIGO Stage Value Set,NCIT,,C128103,FIGO Stage IIA1(i)
FIGO Stage Value Set,NCIT,,C128104,FIGO Stage IIA1(ii)
FIGO Stage Value Set,NCIT,,C128105,FIGO Stage IIIA2
FIGO Stage Value Set,NCIT,,C162222,FIGO Stage IB3
FIGO Stage Value Set,NCIT,,C162223,FIGO Stage IIA1
FIGO Stage Value Set,NCIT,,C162224,FIGO Stage IIA2
FIGO Stage Value Set,NCIT,,C188300,FIGO Stage IIC1
FIGO Stage Value Set,NCIT,,C96243,FIGO Stage 0
FIGO Stage Value Set,NCIT,,C96244,FIGO Stage I
FIGO Stage Value Set,NCIT,,C96245,FIGO Stage IA
FIGO Stage Value Set,NCIT,,C96246,FIGO Stage IA1
FIGO Stage Value Set,NCIT,,C96247,FIGO Stage IA2
FIGO Stage Value Set,NCIT,,C96248,FIGO Stage IB
FIGO Stage Value Set,NCIT,,C96249,FIGO Stage IB1
FIGO Stage Value Set,NCIT,,C96250,FIGO Stage IB2
FIGO Stage Value Set,NCIT,,C96251,FIGO Stage IC
FIGO Stage Value Set,NCIT,,C96252,FIGO Stage II
FIGO Stage Value Set,NCIT,,C96253,FIGO Stage IIA
FIGO Stage Value Set,NCIT,,C96254,FIGO Stage IIB
FIGO Stage Value Set,NCIT,,C96255,FIGO Stage III
FIGO Stage Value Set,NCIT,,C96256,FIGO Stage IIIA
FIGO Stage Value Set,NCIT,,C96257,FIGO Stage IIIB
FIGO Stage Value Set,NCIT,,C96258,FIGO Stage IIIC
FIGO Stage Value Set,NCIT,,C96259,FIGO Stage IIIC1
FIGO Stage Value Set,NCIT,,C96260,FIGO Stage IIIC2
FIGO Stage Value Set,NCIT,,C96261,FIGO Stage IV
FIGO Stage Value Set,NCIT,,C96262,FIGO Stage IVA
FIGO Stage Value Set,NCIT,,C96263,FIGO Stage IVB
FIGO Staging Method Value Set,,,,
FIGO Staging Method Value Set,SNOMED CT,concept is 254383006,,
Gleason Grade Value Set,,,,
Gleason Grade Value Set,SNOMED CT,concept is a descendent of 1515521000004104,,
Histologic Grade Value Set,,,,
Histologic Grade Value Set,SNOMED CT,,1155707008,High histologic grade (qualifier value)
Histologic Grade Value Set,SNOMED CT,,1155708003,Low histologic grade (qualifier value)
Histologic Grade Value Set,SNOMED CT,,1286893008,Intermediate histologic grade (qualifier value)
Histologic Grading System Value Set,,,,
Histologic Grading System Value Set,SNOMED CT,concept is 277457005,,
Histology Morphology Behavior Value Set,,,,
Histology Morphology Behavior Value Set,SNOMED CT,,253035009,In situ melanocytic morphology (morphologic abnormality)
Histology Morphology Behavior Value Set,SNOMED CT,,399878004,Malignant neoplasm with pilar differentiation (morphologic abnormality)
Histology Morphology Behavior Value Set,SNOMED CT,concept is 1240414004 OR concept is 1187138006 OR concept is 60286009,,
History of Metastatic Malignant Neoplasm Value Set,,,,
History of Metastatic Malignant Neoplasm Value Set,SNOMED CT,concept is 1287652008,,
Human Specimen Type Value Set,,,,
Human Specimen Type Value Set,SpecimenType (HL7),,AMN,Amniotic fluid
Human Specimen Type Value Set,SpecimenType (HL7),,BIFL,Bile Fluid
Human Specimen Type Value Set,SpecimenType (HL7),,BLD,Whole blood
Human Specimen Type Value Set,SpecimenType (HL7),,BLDA,Blood arterial
Human Specimen Type Value Set,SpecimenType (HL7),,BLDCO,Cord blood
Human Specimen Type Value Set,SpecimenType (HL7),,BLDV,Blood venous
Human Specimen Type Value Set,SpecimenType (HL7),,BON,Bone
Human Specimen Type Value Set,SpecimenType (HL7),,CSERU,"Serum, Convalescent"
Human Specimen Type Value Set,SpecimenType (HL7),,CSF,Cerebral spinal fluid
Human Specimen Type Value Set,SpecimenType (HL7),,CVM,Cervical Mucus
Human Specimen Type Value Set,SpecimenType (HL7),,DUFL,Duodenal fluid
Human Specimen Type Value Set,SpecimenType (HL7),,FBLOOD,"Blood, Fetal"
Human Specimen Type Value Set,SpecimenType (HL7),,FGA,"Fluid, Abdomen"
Human Specimen Type Value Set,SpecimenType (HL7),,GENV,Genital vaginal
Human Specimen Type Value Set,SpecimenType (HL7),,HYDC,"Fluid, Hydrocele"
Human Specimen Type Value Set,SpecimenType (HL7),,KIDFLD,"Fluid, Kidney"
Human Specimen Type Value Set,SpecimenType (HL7),,LSAC,"Fluid, Lumbar Sac"
Human Specimen Type Value Set,SpecimenType (HL7),,MAR,Marrow
Human Specimen Type Value Set,SpecimenType (HL7),,PAFL,Pancreatic fluid
Human Specimen Type Value Set,SpecimenType (HL7),,PCFL,"Fluid, Pericardial"
Human Specimen Type Value Set,SpecimenType (HL7),,PLC,Placenta
Human Specimen Type Value Set,SpecimenType (HL7),,PLR,Pleural fluid (thoracentesis fluid)
Human Specimen Type Value Set,SpecimenType (HL7),,SAL,Saliva
Human Specimen Type Value Set,SpecimenType (HL7),,SKN,Skin
Human Specimen Type Value Set,SpecimenType (HL7),,SMN,Seminal fluid
Human Specimen Type Value Set,SpecimenType (HL7),,SNV,"Fluid, synovial (Joint fluid)"
Human Specimen Type Value Set,SpecimenType (HL7),,SPT,Sputum
Human Specimen Type Value Set,SpecimenType (HL7),,STL,Stool = Fecal
Human Specimen Type Value Set,SpecimenType (HL7),,TISS,Tissue
Human Specimen Type Value Set,SpecimenType (HL7),,TUMOR,Tumor
Human Specimen Type Value Set,SpecimenType (HL7),,UR,Urine
Human Specimen Type Value Set,SpecimenType (HL7),,VITF,Vitreous Fluid
Human Specimen Type Value Set,SpecimenType (HL7),,WND,Wound
Specific Diagnosis of Cancer Value Set,,,,
Specific Diagnosis of Cancer Value Set,ICD-10 CM,,D72.110,Idiopathic hypereosinophilic syndrome [HES]
Specific Diagnosis of Cancer Value Set,ICD-10 CM,,D72.111,Lymphocytic Variant Hypereosinophilic Syndrome [LHES]
Specific Diagnosis of Cancer Value Set,ICD-10 CM,,D72.118,Other hypereosinophilic syndrome
Specific Diagnosis of Cancer Value Set,ICD-10 CM,,D72.119,"Hypereosinophilic syndrome [HES], unspecified"
Specific Diagnosis of Cancer Value Set,SNOMED CT,concept is 393573009,,
International Retinoblastoma Stage Value,,,,
International Retinoblastoma Stage Value,NCIT,,C198180,Stage 0 Childhood Retinoblastoma by Toronto Guidelines v2
International Retinoblastoma Stage Value,NCIT,,C198181,Stage I Childhood Retinoblastoma by Toronto Guidelines v2
International Retinoblastoma Stage Value,NCIT,,C198182,Stage II Childhood Retinoblastoma by Toronto Guidelines v2
International Retinoblastoma Stage Value,NCIT,,C198183,Stage III Childhood Retinoblastoma by Toronto Guidelines v2
International Retinoblastoma Stage Value,NCIT,,CL1914012,Stage IV Childhood Retinoblastoma by Toronto Guidelines v2
Lansky Play Performance Status VS,,,,
Lansky Play Performance Status VS,NCIT,,C69421,Lansky Performance Status 50
Lansky Play Performance Status VS,NCIT,,C69422,Lansky Performance Status 60
Lansky Play Performance Status VS,NCIT,,C69423,Lansky Performance Status 70
Lansky Play Performance Status VS,NCIT,,C69424,Lansky Performance Status 80
Lansky Play Performance Status VS,NCIT,,C69425,Lansky Performance Status 90
Lansky Play Performance Status VS,NCIT,,C69426,Lansky Performance Status 100
Lansky Play Performance Status VS,NCIT,,C70538,Lansky Performance Status 0
Lansky Play Performance Status VS,NCIT,,C70539,Lansky Performance Status 10
Lansky Play Performance Status VS,NCIT,,C70540,Lansky Performance Status 20
Lansky Play Performance Status VS,NCIT,,C70541,Lansky Performance Status 30
Lansky Play Performance Status VS,NCIT,,C70542,Lansky Performance Status 40
Laterality Qualifier Value Set,,,,
Laterality Qualifier Value Set,SNOMED CT,,24028007,Right (qualifier value)
Laterality Qualifier Value Set,SNOMED CT,,399488007,Midline (qualifier value)
Laterality Qualifier Value Set,SNOMED CT,,51440002,Right and left (qualifier value)
Laterality Qualifier Value Set,SNOMED CT,,7771000,Left (qualifier value)
Lymphoma Stage Bulky Modifier Value Set,,,,
Lymphoma Stage Bulky Modifier Value Set,SNOMED CT,,2667000,Absent (qualifier value)
Lymphoma Stage Bulky Modifier Value Set,SNOMED CT,,52101004,Present (qualifier value)
Lymphoma Stage Value Modifier Value Set,,,,
Lymphoma Stage Value Modifier Value Set,SNOMED CT,concept is a descendent of 106252000,,
Lymphoma Stage Value Set,,,,
Lymphoma Stage Value Set,NCIT,,C171157,Ann Arbor Stage IIX (Bulky)
Lymphoma Stage Value Set,SNOMED CT,concept is a descendent of 385389007,,
Lymphoma Staging System Value Set,,,,
Lymphoma Staging System Value Set,NCIT,,C141158,Lugano Classification Adult Non-Hodgkin Lymphoma by AJCC v8 Stage
Lymphoma Staging System Value Set,NCIT,,C141178,Lugano Classification Childhood Hodgkin Lymphoma by AJCC v8 Stage
